id,fecha,nombre_empleado,area,actividad_realizada,tipo_incidente,descripcion_incidente,epp_casco,epp_guantes,epp_chaleco,herramientas_estado,altura_trabajo,dias_incapacidad,costo_estimado,foto_incidente
850,2025-04-21,Nazario Baños Riquelme,Instalaciones,Inspección,Caída,Inspección preventiva,En buen estado,Dañado,En buen estado,En buen estado,No,1,338,foto_850.jpg
851,2025-05-25,Reynaldo Acosta Parra,Supervisión,Verificación de señal,Corte,Resbalón en techo,En buen estado,En buen estado,No usa,En buen estado,No,4,774,foto_851.jpg
852,2025-06-03,Ciríaco del Ferrera,Mantenimiento,Verificación de señal,Golpe,Ronda de verificación,En buen estado,En buen estado,En buen estado,No inspeccionadas,Sí,1,332,foto_852.jpg
853,2025-04-12,Zacarías Alberto Montalbán Carrasco,Mantenimiento,Cambio de ONT,Caída,Atrapado por cable,En buen estado,En buen estado,En buen estado,Dañadas,No,2,426,foto_853.jpg
854,2025-03-19,Jovita Maristela Palmer Saavedra,Mantenimiento,Reparación,Descarga eléctrica,Inspección preventiva,En buen estado,No usa,En buen estado,No inspeccionadas,Sí,4,1151,foto_854.jpg
855,2025-05-11,Alejo Hidalgo Cadenas,Mantenimiento,Configuración de equipos,Descarga eléctrica,Resbalón en terreno mojado,En buen estado,En buen estado,En buen estado,En buen estado,No,2,59,foto_855.jpg
856,2025-02-19,Bautista Andres Paniagua,Supervisión,Instalación ONT,Descarga eléctrica,Deslizamiento en escalera,No usa,En buen estado,No usa,En buen estado,No,2,1080,foto_856.jpg
857,2025-03-23,Feliciano Gibert-Soto,Supervisión,Tendido de fibra,Caída,Golpe con herramienta,En buen estado,En buen estado,En buen estado,En buen estado,Sí,5,861,foto_857.jpg
858,2025-04-23,Vilma Nogueira Barragán,Mantenimiento,Verificación de señal,Sin incidente,Sin evento,Dañado,En buen estado,En buen estado,En buen estado,No,0,0,foto_858.jpg
859,2025-03-30,Milagros Molina Manzano,Soporte,Verificación de señal,Golpe,Impacto por herramienta,En buen estado,En buen estado,En buen estado,En buen estado,Sí,4,1129,foto_859.jpg
860,2025-02-25,Dominga Baquero Rosado,Soporte,Cambio de ONT,Golpe,Dedo atrapado en puerta,En buen estado,En buen estado,En buen estado,En buen estado,Sí,1,278,foto_860.jpg
861,2025-04-07,Leyre Comas Salvà,Instalaciones,Inspección,Sin incidente,Reporte rutinario,En buen estado,No usa,No usa,No inspeccionadas,Sí,0,0,foto_861.jpg
862,2025-06-03,Valeria Amigó Baquero,Soporte,Verificación de señal,Atrapamiento,Golpe con herramienta,En buen estado,No usa,En buen estado,En buen estado,Sí,1,582,foto_862.jpg
863,2025-03-27,Nicolás Canals Figueroa,Mantenimiento,Configuración de equipos,Golpe,Corte con cúter,En buen estado,Dañado,En buen estado,Dañadas,No,2,202,foto_863.jpg
864,2025-04-22,Eleuterio Solera Bilbao,Supervisión,Verificación de señal,Caída,Dedo atrapado en puerta,Dañado,En buen estado,En buen estado,En buen estado,No,3,926,foto_864.jpg
865,2025-04-23,Hernán Toni Madrid Vazquez,Supervisión,Verificación de señal,Sin incidente,Sin evento,No usa,Dañado,No usa,En buen estado,No,0,0,foto_865.jpg
866,2025-03-02,Carla Somoza Baeza,Instalaciones,Cambio de ONT,Descarga eléctrica,Dedo atrapado en puerta,En buen estado,No usa,En buen estado,Dañadas,Sí,3,490,foto_866.jpg
867,2025-03-08,Joaquina del Sanmiguel,Supervisión,Cambio de ONT,Sin incidente,Sin evento,No usa,En buen estado,En buen estado,En buen estado,No,0,0,foto_867.jpg
868,2025-04-05,Cristóbal Galindo Riera,Instalaciones,Cambio de ONT,Caída,Deslizamiento en escalera,En buen estado,En buen estado,Dañado,No inspeccionadas,No,2,431,foto_868.jpg
869,2025-06-12,Néstor Blanco Almazán,Mantenimiento,Verificación de señal,Atrapamiento,Contacto accidental,No usa,En buen estado,En buen estado,En buen estado,No,3,270,foto_869.jpg
870,2025-02-21,Estrella Nicolau Artigas,Mantenimiento,Tendido de fibra,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_870.jpg
871,2025-03-26,Cristian Ferrán,Supervisión,Cambio de ONT,Sin incidente,Reporte rutinario,En buen estado,No usa,En buen estado,En buen estado,No,0,0,foto_871.jpg
872,2025-06-07,Vidal Vera Calvet,Supervisión,Configuración de equipos,Caída,Resbalón en techo,No usa,En buen estado,En buen estado,Dañadas,Sí,2,1137,foto_872.jpg
873,2025-05-21,Francisco Rosell-Blasco,Supervisión,Cambio de ONT,Atrapamiento,Impacto por herramienta,Dañado,En buen estado,En buen estado,En buen estado,Sí,1,714,foto_873.jpg
874,2025-04-06,Toribio Casas,Instalaciones,Verificación de señal,Exposición a altura,Caída de escalera,En buen estado,En buen estado,En buen estado,En buen estado,No,3,609,foto_874.jpg
875,2025-03-18,Consuelo Jara Matas,Mantenimiento,Configuración de equipos,Corte,Deslizamiento en escalera,En buen estado,Dañado,En buen estado,En buen estado,No,3,124,foto_875.jpg
876,2025-05-26,Danilo del Olmedo,Soporte,Cambio de ONT,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,Dañadas,No,0,0,foto_876.jpg
877,2025-04-25,Nicanor Ros,Soporte,Instalación ONT,Sin incidente,Sin evento,En buen estado,No usa,En buen estado,En buen estado,No,0,0,foto_877.jpg
878,2025-02-25,Cristian Hervia Ferreras,Mantenimiento,Tendido de fibra,Caída,Corte con fibra,En buen estado,En buen estado,En buen estado,No inspeccionadas,No,1,926,foto_878.jpg
879,2025-02-20,Reinaldo Polo Canals,Supervisión,Tendido de fibra,Sin incidente,Inspección preventiva,Dañado,No usa,En buen estado,En buen estado,No,0,0,foto_879.jpg
880,2025-04-26,Maricela Esparza Aguirre,Soporte,Cambio de ONT,Caída,Contacto accidental,En buen estado,Dañado,En buen estado,En buen estado,No,1,469,foto_880.jpg
881,2025-03-26,Pascual Pablo Pinedo,Mantenimiento,Instalación ONT,Caída,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,Sí,2,1126,foto_881.jpg
882,2025-03-13,Fermín Juan Carlos Medina Mena,Instalaciones,Configuración de equipos,Sin incidente,Reporte rutinario,Dañado,Dañado,No usa,En buen estado,Sí,0,0,foto_882.jpg
883,2025-03-30,Plácido del Alemany,Soporte,Configuración de equipos,Sin incidente,Inspección preventiva,No usa,En buen estado,En buen estado,En buen estado,No,0,0,foto_883.jpg
884,2025-04-24,Flavio Rodriguez Asensio,Supervisión,Configuración de equipos,Sin incidente,Ronda de verificación,Dañado,Dañado,No usa,En buen estado,No,0,0,foto_884.jpg
885,2025-03-05,Reyes Seguí Montenegro,Soporte,Inspección,Sin incidente,Inspección preventiva,Dañado,Dañado,En buen estado,En buen estado,No,0,0,foto_885.jpg
886,2025-05-31,Anabel Lago Bertrán,Instalaciones,Reparación,Sin incidente,Reporte rutinario,En buen estado,No usa,En buen estado,En buen estado,No,0,0,foto_886.jpg
887,2025-05-12,Domingo Salvador Pavón Garcia,Mantenimiento,Instalación ONT,Corte,Contacto accidental,No usa,En buen estado,En buen estado,En buen estado,No,1,520,foto_887.jpg
888,2025-03-22,Mariana del Hernando,Instalaciones,Instalación ONT,Caída,Trabajando en poste sin arnés,No usa,En buen estado,En buen estado,Dañadas,No,3,218,foto_888.jpg
889,2025-05-19,Tomás Corominas Ferrero,Instalaciones,Tendido de fibra,Golpe,Ronda de verificación,En buen estado,En buen estado,En buen estado,En buen estado,Sí,1,1094,foto_889.jpg
890,2025-05-14,Ángela Almagro Sola,Supervisión,Verificación de señal,Sin incidente,Sin evento,En buen estado,En buen estado,Dañado,Dañadas,Sí,0,0,foto_890.jpg
891,2025-02-22,Francisco Rueda Sanjuan,Soporte,Configuración de equipos,Corte,Ronda de verificación,En buen estado,Dañado,En buen estado,En buen estado,No,4,985,foto_891.jpg
892,2025-04-27,Guiomar Tello Cánovas,Instalaciones,Inspección,Golpe,Contacto accidental,En buen estado,En buen estado,En buen estado,No inspeccionadas,No,1,967,foto_892.jpg
893,2025-06-01,Eustaquio Pascual Palmer,Instalaciones,Reparación,Atrapamiento,Corte con cúter,En buen estado,Dañado,En buen estado,En buen estado,Sí,3,706,foto_893.jpg
894,2025-02-27,Pepita Torrens Tormo,Mantenimiento,Inspección,Atrapamiento,Corte con fibra,En buen estado,En buen estado,En buen estado,Dañadas,Sí,2,1073,foto_894.jpg
895,2025-05-06,Pacífica Matas-Serna,Instalaciones,Reparación,Corte,Caída de escalera,En buen estado,Dañado,Dañado,En buen estado,Sí,3,509,foto_895.jpg
896,2025-05-28,Samu Elorza-Casanovas,Soporte,Cambio de ONT,Golpe,Contacto con caja sin aislar,Dañado,No usa,En buen estado,En buen estado,No,2,724,foto_896.jpg
897,2025-02-19,Teobaldo Pinto Sanabria,Supervisión,Cambio de ONT,Sin incidente,Ronda de verificación,Dañado,En buen estado,No usa,En buen estado,No,0,0,foto_897.jpg
898,2025-03-11,Norberto Ureña-Lladó,Mantenimiento,Tendido de fibra,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_898.jpg
899,2025-04-29,Urbano Sureda-Salgado,Supervisión,Reparación,Sin incidente,Ronda de verificación,En buen estado,En buen estado,En buen estado,Dañadas,No,0,0,foto_899.jpg
900,2025-06-08,Vidal Diaz-Higueras,Soporte,Configuración de equipos,Corte,Trabajando en poste sin arnés,En buen estado,En buen estado,En buen estado,En buen estado,No,1,310,foto_900.jpg
901,2025-03-01,Ciriaco Prieto Pedrero,Mantenimiento,Configuración de equipos,Caída,Reporte rutinario,En buen estado,No usa,En buen estado,Dañadas,No,2,363,foto_901.jpg
902,2025-05-12,Angelina Mesa Mascaró,Supervisión,Configuración de equipos,Golpe,Resbalón en techo,En buen estado,No usa,En buen estado,En buen estado,No,2,437,foto_902.jpg
903,2025-03-04,Horacio Manu Ocaña Soria,Instalaciones,Configuración de equipos,Sin incidente,Inspección preventiva,En buen estado,En buen estado,No usa,En buen estado,No,0,0,foto_903.jpg
904,2025-03-03,Jesús Guardiola-Río,Supervisión,Instalación ONT,Golpe,Ronda de verificación,En buen estado,En buen estado,No usa,No inspeccionadas,No,1,526,foto_904.jpg
905,2025-05-15,Baldomero Claudio Mendoza Martínez,Soporte,Verificación de señal,Corte,Corte con fibra,Dañado,En buen estado,Dañado,Dañadas,No,3,1091,foto_905.jpg
906,2025-04-28,Natividad Sanmiguel Menéndez,Instalaciones,Instalación ONT,Sin incidente,Sin evento,No usa,En buen estado,En buen estado,No inspeccionadas,No,0,0,foto_906.jpg
907,2025-02-19,Maxi Natalia Quesada Fiol,Supervisión,Tendido de fibra,Sin incidente,Reporte rutinario,En buen estado,Dañado,En buen estado,En buen estado,Sí,0,0,foto_907.jpg
908,2025-04-04,Aarón Laguna-Fajardo,Soporte,Inspección,Caída,Resbalón en terreno mojado,En buen estado,Dañado,En buen estado,En buen estado,No,2,900,foto_908.jpg
909,2025-06-14,Luna Agudo Mendizábal,Mantenimiento,Reparación,Golpe,Contacto con caja sin aislar,En buen estado,En buen estado,En buen estado,En buen estado,No,2,578,foto_909.jpg
910,2025-06-06,Benita Campoy Olivé,Instalaciones,Configuración de equipos,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,No inspeccionadas,No,0,0,foto_910.jpg
911,2025-04-17,Lorenzo Torrents-Hierro,Mantenimiento,Configuración de equipos,Descarga eléctrica,Reporte rutinario,No usa,En buen estado,En buen estado,En buen estado,No,1,136,foto_911.jpg
912,2025-02-21,Marcos Vidal-Bolaños,Instalaciones,Cambio de ONT,Sin incidente,Inspección preventiva,En buen estado,En buen estado,Dañado,En buen estado,No,0,0,foto_912.jpg
913,2025-05-20,Chita Cárdenas Iriarte,Mantenimiento,Verificación de señal,Corte,Caída de escalera,En buen estado,En buen estado,En buen estado,En buen estado,No,1,666,foto_913.jpg
914,2025-03-14,Berta Montesinos,Instalaciones,Inspección,Sin incidente,Sin evento,En buen estado,Dañado,En buen estado,Dañadas,Sí,0,0,foto_914.jpg
915,2025-03-02,Encarna de Donoso,Instalaciones,Configuración de equipos,Sin incidente,Ronda de verificación,En buen estado,Dañado,En buen estado,Dañadas,No,0,0,foto_915.jpg
916,2025-04-26,Alondra Nadal Pla,Supervisión,Verificación de señal,Golpe,Inspección preventiva,En buen estado,En buen estado,Dañado,En buen estado,No,2,296,foto_916.jpg
917,2025-04-25,Gregorio Catalán,Mantenimiento,Configuración de equipos,Descarga eléctrica,Inspección preventiva,En buen estado,No usa,En buen estado,Dañadas,No,1,831,foto_917.jpg
918,2025-03-12,Gonzalo Tur Vergara,Instalaciones,Instalación ONT,Golpe,Corte con cúter,En buen estado,En buen estado,Dañado,Dañadas,Sí,4,866,foto_918.jpg
919,2025-04-04,Jose Antonio Uría Bustos,Soporte,Instalación ONT,Sin incidente,Sin evento,Dañado,No usa,En buen estado,En buen estado,No,0,0,foto_919.jpg
920,2025-03-07,Tomasa Baró Morales,Supervisión,Cambio de ONT,Sin incidente,Reporte rutinario,No usa,No usa,En buen estado,En buen estado,No,0,0,foto_920.jpg
921,2025-06-15,Socorro Losada Rebollo,Soporte,Instalación ONT,Sin incidente,Ronda de verificación,Dañado,Dañado,No usa,En buen estado,No,0,0,foto_921.jpg
922,2025-04-05,Jerónimo Pepe Herrero Arana,Instalaciones,Instalación ONT,Exposición a altura,Dedo atrapado en puerta,No usa,En buen estado,En buen estado,No inspeccionadas,No,2,241,foto_922.jpg
923,2025-03-19,Dimas Conrado Coello Trillo,Soporte,Inspección,Sin incidente,Inspección preventiva,No usa,Dañado,En buen estado,En buen estado,No,0,0,foto_923.jpg
924,2025-03-31,Jenny Solana,Instalaciones,Inspección,Descarga eléctrica,Contacto accidental,En buen estado,En buen estado,En buen estado,En buen estado,No,2,66,foto_924.jpg
925,2025-06-02,Fausto del Maldonado,Supervisión,Cambio de ONT,Exposición a altura,Deslizamiento en escalera,En buen estado,Dañado,En buen estado,En buen estado,No,1,561,foto_925.jpg
926,2025-04-02,Jacinta Silva Martín,Mantenimiento,Configuración de equipos,Sin incidente,Sin evento,En buen estado,En buen estado,Dañado,En buen estado,No,0,0,foto_926.jpg
927,2025-04-16,Octavia Tello-Mir,Soporte,Configuración de equipos,Caída,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,Sí,1,651,foto_927.jpg
928,2025-03-29,Juliana Moles Aguado,Instalaciones,Instalación ONT,Exposición a altura,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,2,256,foto_928.jpg
929,2025-02-28,Claudio Luján Acedo,Soporte,Cambio de ONT,Caída,Ronda de verificación,En buen estado,En buen estado,No usa,En buen estado,No,3,503,foto_929.jpg
930,2025-02-24,Antonio Bravo Amor,Instalaciones,Tendido de fibra,Descarga eléctrica,Contacto accidental,No usa,En buen estado,En buen estado,En buen estado,No,2,1000,foto_930.jpg
931,2025-03-26,Gastón Morera Ojeda,Instalaciones,Configuración de equipos,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_931.jpg
932,2025-05-12,Paco Losada Benet,Instalaciones,Cambio de ONT,Exposición a altura,Corte con fibra,En buen estado,Dañado,En buen estado,En buen estado,No,5,384,foto_932.jpg
933,2025-06-13,Salvador Diaz-Coca,Instalaciones,Reparación,Atrapamiento,Caída de escalera,No usa,Dañado,En buen estado,Dañadas,No,2,679,foto_933.jpg
934,2025-03-25,Clemente Correa Murillo,Instalaciones,Instalación ONT,Descarga eléctrica,Corte con fibra,No usa,En buen estado,En buen estado,Dañadas,No,4,1147,foto_934.jpg
935,2025-03-14,Raquel Garrido Chico,Supervisión,Reparación,Corte,Atrapado por cable,En buen estado,En buen estado,En buen estado,Dañadas,No,3,1030,foto_935.jpg
936,2025-04-10,Zacarías Escamilla,Supervisión,Reparación,Caída,Contacto con caja sin aislar,En buen estado,No usa,En buen estado,En buen estado,No,3,688,foto_936.jpg
937,2025-02-26,Samanta Fábregas Bermejo,Supervisión,Verificación de señal,Sin incidente,Reporte rutinario,Dañado,En buen estado,En buen estado,En buen estado,No,0,0,foto_937.jpg
938,2025-04-20,Gil Armas,Mantenimiento,Tendido de fibra,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_938.jpg
939,2025-03-23,Adelia Doménech Cuéllar,Soporte,Inspección,Sin incidente,Ronda de verificación,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_939.jpg
940,2025-03-03,Úrsula Arco Bueno,Instalaciones,Cambio de ONT,Exposición a altura,Atrapado por cable,En buen estado,En buen estado,En buen estado,No inspeccionadas,No,2,155,foto_940.jpg
941,2025-06-03,Dulce Correa Vicens,Supervisión,Configuración de equipos,Sin incidente,Ronda de verificación,En buen estado,En buen estado,No usa,En buen estado,No,0,0,foto_941.jpg
942,2025-04-20,Nereida Quiroga Roura,Supervisión,Inspección,Golpe,Corte con fibra,Dañado,En buen estado,No usa,Dañadas,No,3,817,foto_942.jpg
943,2025-06-18,Marcelo Linares Tomé,Mantenimiento,Verificación de señal,Caída,Trabajando en poste sin arnés,Dañado,Dañado,En buen estado,En buen estado,No,1,1169,foto_943.jpg
944,2025-04-13,Lino Soria Galindo,Mantenimiento,Cambio de ONT,Sin incidente,Reporte rutinario,En buen estado,En buen estado,No usa,En buen estado,No,0,0,foto_944.jpg
945,2025-05-17,Primitiva Ripoll Roig,Soporte,Reparación,Golpe,Corte con cúter,En buen estado,En buen estado,Dañado,En buen estado,No,3,1032,foto_945.jpg
946,2025-05-17,Calixto Gallego Millán,Instalaciones,Verificación de señal,Sin incidente,Reporte rutinario,En buen estado,Dañado,En buen estado,Dañadas,No,0,0,foto_946.jpg
947,2025-02-28,Jonatan Angelino Bonet León,Instalaciones,Inspección,Exposición a altura,Dedo atrapado en puerta,En buen estado,En buen estado,Dañado,En buen estado,No,1,973,foto_947.jpg
948,2025-03-29,Javi José Mari Catalá Llopis,Supervisión,Configuración de equipos,Descarga eléctrica,Resbalón en terreno mojado,En buen estado,Dañado,Dañado,En buen estado,No,1,616,foto_948.jpg
949,2025-03-05,Lorenzo Sotelo,Mantenimiento,Cambio de ONT,Sin incidente,Ronda de verificación,Dañado,En buen estado,En buen estado,En buen estado,No,0,0,foto_949.jpg
950,2025-04-19,Hilario Cobos Andrés,Instalaciones,Reparación,Golpe,Corte con fibra,No usa,No usa,En buen estado,En buen estado,No,1,293,foto_950.jpg
951,2025-06-09,Alex Torrijos Peiró,Mantenimiento,Tendido de fibra,Golpe,Ronda de verificación,En buen estado,Dañado,No usa,En buen estado,No,1,815,foto_951.jpg
952,2025-05-26,Fabiana Verdú Valero,Instalaciones,Tendido de fibra,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_952.jpg
953,2025-04-29,Pío Soria Paredes,Instalaciones,Reparación,Sin incidente,Ronda de verificación,En buen estado,Dañado,En buen estado,En buen estado,No,0,0,foto_953.jpg
954,2025-03-28,Candelas Clemente Grande,Soporte,Configuración de equipos,Golpe,Inspección preventiva,En buen estado,No usa,En buen estado,En buen estado,Sí,1,705,foto_954.jpg
955,2025-05-18,Candelaria Linares Valenzuela,Instalaciones,Configuración de equipos,Descarga eléctrica,Resbalón en terreno mojado,Dañado,No usa,En buen estado,En buen estado,Sí,5,1005,foto_955.jpg
956,2025-05-02,Irene Olga Benitez Jordá,Instalaciones,Configuración de equipos,Sin incidente,Inspección preventiva,En buen estado,En buen estado,No usa,No inspeccionadas,No,0,0,foto_956.jpg
957,2025-06-01,Amor Torrijos Macias,Supervisión,Tendido de fibra,Sin incidente,Ronda de verificación,En buen estado,Dañado,En buen estado,Dañadas,No,0,0,foto_957.jpg
958,2025-03-15,Daniela Jacinta Berrocal Girona,Instalaciones,Cambio de ONT,Corte,Resbalón en terreno mojado,No usa,Dañado,En buen estado,En buen estado,Sí,1,893,foto_958.jpg
959,2025-06-18,Venceslás del Casas,Instalaciones,Cambio de ONT,Caída,Corte con cúter,No usa,En buen estado,En buen estado,En buen estado,Sí,3,973,foto_959.jpg
960,2025-06-03,Salud Guardia-Olivares,Instalaciones,Verificación de señal,Caída,Dedo atrapado en puerta,Dañado,Dañado,En buen estado,Dañadas,Sí,2,162,foto_960.jpg
961,2025-05-17,Juanita Yáñez Pina,Soporte,Verificación de señal,Descarga eléctrica,Corte con fibra,No usa,En buen estado,En buen estado,En buen estado,Sí,2,697,foto_961.jpg
962,2025-03-11,Pacífica del Barreda,Supervisión,Instalación ONT,Caída,Golpe con herramienta,En buen estado,En buen estado,Dañado,En buen estado,Sí,3,787,foto_962.jpg
963,2025-06-05,Luz Luna Albero Pozuelo,Supervisión,Instalación ONT,Sin incidente,Inspección preventiva,No usa,Dañado,En buen estado,En buen estado,No,0,0,foto_963.jpg
964,2025-02-19,Timoteo Iglesias Peralta,Mantenimiento,Instalación ONT,Golpe,Resbalón en terreno mojado,No usa,No usa,Dañado,En buen estado,No,2,794,foto_964.jpg
965,2025-02-23,Palmira Alberdi Bartolomé,Mantenimiento,Reparación,Sin incidente,Inspección preventiva,En buen estado,Dañado,En buen estado,En buen estado,Sí,0,0,foto_965.jpg
966,2025-02-20,Alfonso Guillén Almagro,Supervisión,Instalación ONT,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_966.jpg
967,2025-04-29,Pablo del Romeu,Supervisión,Verificación de señal,Descarga eléctrica,Golpe con herramienta,En buen estado,No usa,En buen estado,En buen estado,No,2,864,foto_967.jpg
968,2025-05-07,Corona Arnau Tur,Supervisión,Verificación de señal,Descarga eléctrica,Deslizamiento en escalera,En buen estado,En buen estado,En buen estado,En buen estado,Sí,3,297,foto_968.jpg
969,2025-05-26,Benigna Sánchez Vergara,Soporte,Instalación ONT,Caída,Resbalón en techo,En buen estado,Dañado,En buen estado,Dañadas,No,2,749,foto_969.jpg
970,2025-04-24,Ramón Poza Ribera,Instalaciones,Inspección,Sin incidente,Sin evento,En buen estado,No usa,En buen estado,No inspeccionadas,Sí,0,0,foto_970.jpg
971,2025-06-18,Tristán Casas Céspedes,Supervisión,Reparación,Sin incidente,Sin evento,Dañado,No usa,En buen estado,En buen estado,No,0,0,foto_971.jpg
972,2025-05-22,Ileana Crespo Gallardo,Soporte,Inspección,Descarga eléctrica,Corte con fibra,En buen estado,Dañado,En buen estado,Dañadas,No,2,1172,foto_972.jpg
973,2025-04-23,Andrés Alvarado Navas,Mantenimiento,Tendido de fibra,Descarga eléctrica,Ronda de verificación,En buen estado,En buen estado,En buen estado,No inspeccionadas,No,3,1149,foto_973.jpg
974,2025-05-06,Carla Daza Miró,Mantenimiento,Configuración de equipos,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_974.jpg
975,2025-03-30,Zaida Paz-Pablo,Soporte,Inspección,Descarga eléctrica,Dedo atrapado en puerta,En buen estado,En buen estado,En buen estado,En buen estado,No,3,65,foto_975.jpg
976,2025-04-10,Rómulo Martín Mendez,Mantenimiento,Configuración de equipos,Caída,Contacto con caja sin aislar,Dañado,Dañado,En buen estado,En buen estado,No,1,953,foto_976.jpg
977,2025-06-04,Anastasia Montoya,Supervisión,Cambio de ONT,Corte,Atrapado por cable,En buen estado,Dañado,En buen estado,Dañadas,No,1,315,foto_977.jpg
978,2025-03-22,José Ángel Valderrama Chico,Soporte,Instalación ONT,Corte,Inspección preventiva,En buen estado,En buen estado,No usa,Dañadas,Sí,1,780,foto_978.jpg
979,2025-05-18,Leoncio Osorio Amador,Supervisión,Configuración de equipos,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_979.jpg
980,2025-04-28,Tito Ortiz,Supervisión,Cambio de ONT,Caída,Golpe con herramienta,En buen estado,En buen estado,En buen estado,En buen estado,No,3,943,foto_980.jpg
981,2025-04-04,Candela Catalá-Rico,Soporte,Verificación de señal,Corte,Contacto con caja sin aislar,En buen estado,Dañado,En buen estado,Dañadas,Sí,3,255,foto_981.jpg
982,2025-06-14,Febe Uriarte-Ros,Mantenimiento,Instalación ONT,Golpe,Trabajando en poste sin arnés,En buen estado,En buen estado,En buen estado,En buen estado,No,1,393,foto_982.jpg
983,2025-03-17,Miriam Ramis Gabaldón,Mantenimiento,Verificación de señal,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,No inspeccionadas,No,0,0,foto_983.jpg
984,2025-04-10,Román Carrasco Vicens,Mantenimiento,Tendido de fibra,Sin incidente,Inspección preventiva,En buen estado,No usa,En buen estado,Dañadas,Sí,0,0,foto_984.jpg
985,2025-03-19,Martirio Ríos-Cabanillas,Soporte,Instalación ONT,Atrapamiento,Caída de escalera,No usa,En buen estado,No usa,Dañadas,Sí,2,1037,foto_985.jpg
986,2025-05-16,Sergio Barragán Corbacho,Instalaciones,Inspección,Descarga eléctrica,Deslizamiento en escalera,No usa,En buen estado,En buen estado,En buen estado,No,3,148,foto_986.jpg
987,2025-03-04,Sandra del Miranda,Instalaciones,Reparación,Golpe,Golpe con herramienta,En buen estado,En buen estado,En buen estado,Dañadas,No,1,115,foto_987.jpg
988,2025-05-07,Susana Mir Cánovas,Mantenimiento,Configuración de equipos,Golpe,Atrapado por cable,En buen estado,En buen estado,No usa,En buen estado,No,1,264,foto_988.jpg
989,2025-03-30,Erasmo Wálter Merino Bautista,Soporte,Tendido de fibra,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_989.jpg
990,2025-04-29,Paco Aragonés Leiva,Mantenimiento,Tendido de fibra,Corte,Trabajando en poste sin arnés,No usa,En buen estado,En buen estado,En buen estado,Sí,1,732,foto_990.jpg
991,2025-05-16,Sabas Rubio-Prada,Mantenimiento,Instalación ONT,Golpe,Deslizamiento en escalera,En buen estado,En buen estado,En buen estado,En buen estado,No,1,857,foto_991.jpg
992,2025-04-15,Nazaret Pereira Mosquera,Supervisión,Inspección,Exposición a altura,Resbalón en techo,En buen estado,En buen estado,En buen estado,Dañadas,No,3,898,foto_992.jpg
993,2025-05-19,Ascensión Escolano Almeida,Supervisión,Verificación de señal,Corte,Golpe con herramienta,No usa,No usa,En buen estado,Dañadas,Sí,2,84,foto_993.jpg
994,2025-03-21,Roldán Duque-Chacón,Supervisión,Inspección,Corte,Corte con fibra,Dañado,Dañado,No usa,En buen estado,No,5,810,foto_994.jpg
995,2025-04-01,Primitivo Ripoll Escamilla,Mantenimiento,Tendido de fibra,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_995.jpg
996,2025-03-29,Lidia Eligia Pereira Ropero,Instalaciones,Tendido de fibra,Caída,Dedo atrapado en puerta,En buen estado,Dañado,En buen estado,En buen estado,No,3,1017,foto_996.jpg
997,2025-05-25,Lorenza Pallarès Lopez,Supervisión,Reparación,Descarga eléctrica,Atrapado por cable,En buen estado,En buen estado,En buen estado,En buen estado,No,4,731,foto_997.jpg
998,2025-06-07,Pastora Mayoral Amigó,Instalaciones,Tendido de fibra,Golpe,Caída de escalera,Dañado,En buen estado,En buen estado,En buen estado,No,2,190,foto_998.jpg
999,2025-04-22,Martín Benitez Granados,Supervisión,Inspección,Caída,Caída de escalera,En buen estado,En buen estado,En buen estado,En buen estado,No,1,543,foto_999.jpg
1000,2025-03-15,Simón Curro Valle Uría,Soporte,Instalación ONT,Descarga eléctrica,Impacto por herramienta,En buen estado,En buen estado,En buen estado,Dañadas,No,2,960,foto_1000.jpg
1001,2025-03-11,Saturnina León Moya,Soporte,Cambio de ONT,Golpe,Corte con fibra,En buen estado,En buen estado,En buen estado,No inspeccionadas,Sí,2,315,foto_1001.jpg
